user_id,category,score,rank
User_1007,Home,8,3
User_10070,Home,24,1
User_10070,Books,17,2
User_10070,Electronics,15,3
User_10077,Home,26,1
User_10077,Books,18,2
User_10077,Electronics,15,3
User_10080,Books,21,1
User_10080,Home,15,2
User_10080,Clothing,7,3
User_10081,Clothing,36,1
User_10081,Electronics,19,2
User_10081,Books,19,3
User_10083,Electronics,13,1
User_10083,Home,11,2
User_10083,Toys,11,3
User_10087,Home,24,1
User_10087,Clothing,16,2
User_10087,Books,13,3
User_10093,Electronics,15,1
User_10093,Home,14,2
User_10093,Clothing,8,3
User_10095,Books,19,1
User_10095,Home,17,2
User_10095,Electronics,15,3
User_10096,Toys,32,1
User_10096,Electronics,25,2
User_10096,Clothing,12,3
User_101,Books,12,1
User_101,Clothing,11,2
User_101,Home,10,3
User_10100,Electronics,18,1
User_10100,Books,14,2
User_10100,Home,11,3
User_10101,Books,21,1
User_10101,Toys,15,2
User_10101,Home,11,3
User_10103,Home,17,1
User_10103,Books,13,2
User_10103,Clothing,12,3
User_10106,Clothing,13,1
User_10106,Electronics,11,2
User_10106,Home,7,3
User_10109,Books,17,1
User_10109,Toys,17,2
User_10109,Home,8,3
User_10110,Home,24,1
User_10110,Books,16,2
User_10110,Electronics,15,3
User_10111,Toys,15,1
User_10111,Clothing,14,2
User_10111,Electronics,14,3
User_10112,Toys,19,1
User_10112,Electronics,17,2
User_10112,Clothing,11,3
User_10115,Toys,13,1
User_10115,Home,11,2
User_10115,Books,10,3
User_1012,Books,25,1
User_1012,Home,20,2
User_1012,Toys,16,3
User_10123,Toys,14,1
User_10123,Home,13,2
User_10123,Electronics,12,3
User_10125,Books,17,1
User_10125,Electronics,14,2
User_10125,Clothing,10,3
User_10131,Clothing,11,1
User_10131,Home,8,2
User_10131,Electronics,7,3
User_10133,Clothing,23,1
User_10133,Toys,20,2
User_10133,Electronics,15,3
User_10134,Electronics,14,1
User_10134,Clothing,12,2
User_10134,Home,9,3
User_10135,Books,21,1
User_10135,Electronics,14,2
User_10135,Clothing,12,3
User_10136,Electronics,23,1
User_10136,Home,11,2
User_10136,Clothing,9,3
User_10137,Books,19,1
User_10137,Electronics,7,2
User_10137,Toys,7,3
User_10138,Clothing,20,1
User_10138,Books,15,2
User_10138,Toys,8,3
User_10142,Home,16,1
User_10142,Electronics,15,2
User_10142,Toys,12,3
User_10147,Clothing,18,1
User_10147,Toys,17,2
User_10147,Books,15,3
User_10148,Toys,14,1
User_10148,Clothing,11,2
User_10148,Electronics,11,3
User_1015,Clothing,15,1
User_1015,Electronics,12,2
User_1015,Home,12,3
User_10152,Home,13,1
User_10152,Electronics,11,2
User_10152,Books,6,3
User_10153,Home,18,1
User_10153,Books,17,2
User_10153,Electronics,16,3
User_10159,Home,24,1
User_10159,Clothing,20,2
User_10159,Books,17,3
User_10161,Home,19,1
User_10161,Books,13,2
User_10161,Clothing,7,3
User_10162,Books,17,1
User_10162,Clothing,17,2
User_10162,Toys,13,3
User_10163,Clothing,19,1
User_10163,Books,14,2
User_10163,Home,14,3
User_10167,Electronics,33,1
User_10167,Toys,12,2
User_10167,Books,10,3
User_1017,Books,20,1
User_1017,Toys,20,2
User_1017,Home,17,3
User_10172,Clothing,15,1
User_10172,Books,12,2
User_10172,Toys,9,3
User_10174,Toys,24,1
User_10174,Home,18,2
User_10174,Electronics,15,3
User_10176,Books,33,1
User_10176,Home,13,2
User_10176,Clothing,8,3
User_10178,Clothing,21,1
User_10178,Books,20,2
User_10178,Electronics,19,3
User_10181,Toys,12,1
User_10181,Electronics,9,2
User_10181,Home,8,3
User_10182,Electronics,17,1
User_10182,Toys,16,2
User_10182,Books,15,3
User_10186,Electronics,25,1
User_10186,Home,19,2
User_10186,Clothing,17,3
User_10188,Home,18,1
User_10188,Clothing,16,2
User_10188,Toys,15,3
User_10192,Home,24,1
User_10192,Toys,22,2
User_10192,Books,11,3
User_10193,Electronics,25,1
User_10193,Books,12,2
User_10193,Home,11,3
User_10194,Electronics,17,1
User_10194,Home,14,2
User_10194,Clothing,11,3
User_10195,Books,22,1
User_10195,Home,22,2
User_10195,Toys,21,3
User_10196,Books,20,1
User_10196,Electronics,14,2
User_10196,Toys,12,3
User_102,Clothing,17,1
User_102,Toys,14,2
User_102,Books,10,3
User_1020,Home,26,1
User_1020,Electronics,21,2
User_1020,Books,18,3
User_10201,Clothing,24,1
User_10201,Electronics,14,2
User_10201,Home,14,3
User_10203,Toys,16,1
User_10203,Electronics,15,2
User_10203,Books,12,3
User_10204,Books,22,1
User_10204,Toys,14,2
User_10204,Electronics,10,3
User_10205,Books,17,1
User_10205,Clothing,17,2
User_10205,Toys,13,3
User_10210,Clothing,20,1
User_10210,Toys,15,2
User_10210,Electronics,15,3
User_10212,Clothing,21,1
User_10212,Electronics,15,2
User_10212,Home,14,3
User_10215,Electronics,16,1
User_10215,Books,15,2
User_10215,Toys,10,3
User_10222,Books,23,1
User_10222,Electronics,22,2
User_10222,Toys,14,3
User_10224,Home,15,1
User_10224,Toys,11,2
User_10224,Books,6,3
User_10225,Clothing,20,1
User_10225,Electronics,15,2
User_10225,Toys,15,3
User_10226,Books,16,1
User_10226,Electronics,14,2
User_10226,Toys,13,3
User_10230,Toys,17,1
User_10230,Clothing,11,2
User_10230,Home,10,3
User_10231,Electronics,10,1
User_10231,Home,10,2
User_10231,Books,6,3
User_10233,Clothing,18,1
User_10233,Books,14,2
User_10233,Toys,9,3
User_10235,Electronics,12,1
User_10235,Books,12,2
User_10235,Toys,12,3
User_10239,Electronics,16,1
User_10239,Toys,15,2
User_10239,Books,14,3
User_1024,Electronics,21,1
User_1024,Toys,18,2
User_1024,Home,17,3
User_10241,Clothing,11,1
User_10241,Home,9,2
User_10241,Toys,8,3
User_10242,Home,19,1
User_10242,Toys,15,2
User_10242,Electronics,13,3
User_10244,Home,26,1
User_10244,Electronics,20,2
User_10244,Books,15,3
User_10246,Home,11,1
User_10246,Toys,11,2
User_10246,Electronics,9,3
User_10248,Electronics,17,1
User_10248,Clothing,16,2
User_10248,Books,16,3
User_10249,Electronics,16,1
User_10249,Books,14,2
User_10249,Home,8,3
User_10250,Electronics,20,1
User_10250,Clothing,16,2
User_10250,Home,11,3
User_10251,Electronics,14,1
User_10251,Clothing,11,2
User_10251,Toys,11,3
User_10252,Clothing,27,1
User_10252,Home,21,2
User_10252,Toys,19,3
User_10255,Electronics,19,1
User_10255,Clothing,14,2
User_10255,Toys,14,3
User_10261,Home,14,1
User_10261,Clothing,14,2
User_10261,Electronics,10,3
User_10264,Books,14,1
User_10264,Electronics,12,2
User_10264,Toys,8,3
User_10271,Home,19,1
User_10271,Clothing,13,2
User_10271,Books,13,3
User_10280,Electronics,23,1
User_10280,Home,21,2
User_10280,Books,15,3
User_10282,Home,16,1
User_10282,Electronics,15,2
User_10282,Books,13,3
User_10283,Toys,17,1
User_10283,Clothing,17,2
User_10283,Electronics,14,3
User_10286,Electronics,15,1
User_10286,Clothing,14,2
User_10286,Home,12,3
User_10287,Clothing,12,1
User_10287,Home,11,2
User_10287,Toys,9,3
User_10291,Electronics,30,1
User_10291,Clothing,14,2
User_10291,Home,11,3
User_10293,Home,22,1
User_10293,Electronics,18,2
User_10293,Clothing,14,3
User_10296,Home,14,1
User_10296,Clothing,12,2
User_10296,Books,11,3
User_10299,Toys,14,1
User_10299,Books,9,2
User_10299,Electronics,6,3
User_1030,Electronics,21,1
User_1030,Home,15,2
User_1030,Books,11,3
User_10300,Electronics,16,1
User_10300,Home,14,2
User_10300,Toys,12,3
User_10301,Toys,17,1
User_10301,Electronics,11,2
User_10301,Books,9,3
User_10302,Clothing,13,1
User_10302,Toys,12,2
User_10302,Home,6,3
User_1031,Home,14,1
User_1031,Toys,11,2
User_1031,Books,8,3
User_10310,Electronics,18,1
User_10310,Home,17,2
User_10310,Books,13,3
User_10312,Home,28,1
User_10312,Toys,15,2
User_10312,Clothing,13,3
User_10316,Clothing,13,1
User_10316,Toys,10,2
User_10316,Electronics,9,3
User_1032,Books,21,1
User_1032,Home,16,2
User_1032,Electronics,14,3
User_10321,Electronics,11,1
User_10321,Toys,8,2
User_10321,Home,7,3
User_10324,Home,24,1
User_10324,Clothing,19,2
User_10324,Electronics,15,3
User_10326,Toys,27,1
User_10326,Electronics,21,2
User_10326,Clothing,20,3
User_10328,Electronics,18,1
User_10328,Books,17,2
User_10328,Toys,10,3
User_10333,Home,17,1
User_10333,Toys,12,2
User_10333,Electronics,10,3
User_10334,Electronics,21,1
User_10334,Home,20,2
User_10334,Clothing,16,3
User_10343,Electronics,20,1
User_10343,Books,13,2
User_10343,Clothing,12,3
User_10344,Home,23,1
User_10344,Clothing,22,2
User_10344,Books,15,3
User_10347,Clothing,10,1
User_10347,Toys,9,2
User_10347,Books,8,3
User_10348,Home,15,1
User_10348,Electronics,8,2
User_10348,Clothing,5,3
User_1035,Home,16,1
User_1035,Electronics,11,2
User_1035,Books,11,3
User_10354,Clothing,16,1
User_10354,Home,10,2
User_10354,Toys,10,3
User_10357,Electronics,22,1
User_10357,Toys,17,2
User_10357,Clothing,12,3
User_10359,Books,20,1
User_10359,Toys,18,2
User_10359,Home,15,3
User_10360,Clothing,18,1
User_10360,Books,14,2
User_10360,Toys,8,3
User_10361,Toys,26,1
User_10361,Books,24,2
User_10361,Home,19,3
User_10364,Home,17,1
User_10364,Electronics,12,2
User_10364,Books,11,3
User_10368,Home,21,1
User_10368,Toys,14,2
User_10368,Electronics,13,3
User_10369,Books,23,1
User_10369,Clothing,17,2
User_10369,Electronics,13,3
User_1037,Electronics,14,1
User_1037,Home,13,2
User_1037,Clothing,11,3
User_1038,Electronics,17,1
User_1038,Home,13,2
User_1038,Books,8,3
User_10380,Home,18,1
User_10380,Electronics,15,2
User_10380,Toys,13,3
User_10381,Home,17,1
User_10381,Electronics,15,2
User_10381,Books,13,3
User_10383,Clothing,17,1
User_10383,Toys,16,2
User_10383,Home,13,3
User_10385,Books,18,1
User_10385,Home,16,2
User_10385,Toys,10,3
User_10386,Electronics,26,1
User_10386,Clothing,11,2
User_10386,Home,11,3
User_10388,Electronics,10,1
User_10388,Clothing,7,2
User_10388,Books,6,3
User_1039,Books,17,1
User_1039,Home,15,2
User_1039,Toys,13,3
User_10390,Books,20,1
User_10390,Electronics,17,2
User_10390,Home,13,3
User_10391,Clothing,15,1
User_10391,Home,11,2
User_10391,Electronics,7,3
User_10395,Home,17,1
User_10395,Clothing,9,2
User_10395,Toys,7,3
User_10396,Electronics,19,1
User_10396,Toys,17,2
User_10396,Home,8,3
User_10397,Home,33,1
User_10397,Toys,26,2
User_10397,Books,17,3
User_104,Electronics,20,1
User_104,Books,17,2
User_104,Home,11,3
User_10400,Clothing,26,1
User_10400,Toys,14,2
User_10400,Books,10,3
User_10401,Home,15,1
User_10401,Electronics,12,2
User_10401,Clothing,10,3
User_10405,Home,10,1
User_10405,Electronics,10,2
User_10405,Clothing,6,3
User_10406,Clothing,18,1
User_10406,Home,11,2
User_10406,Electronics,10,3
User_10411,Toys,17,1
User_10411,Electronics,15,2
User_10411,Clothing,13,3
User_10413,Electronics,21,1
User_10413,Clothing,15,2
User_10413,Toys,15,3
User_10415,Toys,18,1
User_10415,Home,15,2
User_10415,Electronics,12,3
User_10418,Books,17,1
User_10418,Toys,16,2
User_10418,Home,14,3
User_10419,Electronics,24,1
User_10419,Toys,14,2
User_10419,Home,11,3
User_1042,Clothing,16,1
User_1042,Books,14,2
User_1042,Toys,13,3
User_10423,Books,13,1
User_10423,Home,13,2
User_10423,Toys,13,3
User_10427,Books,24,1
User_10427,Clothing,23,2
User_10427,Home,13,3
User_10428,Toys,19,1
User_10428,Books,17,2
User_10428,Clothing,13,3
User_1043,Toys,9,1
User_1043,Home,7,2
User_1043,Electronics,4,3
User_10431,Toys,19,1
User_10431,Electronics,15,2
User_10431,Clothing,12,3
User_10432,Books,14,1
User_10432,Toys,14,2
User_10432,Clothing,9,3
User_10434,Books,15,1
User_10434,Home,15,2
User_10434,Clothing,11,3
User_10436,Electronics,17,1
User_10436,Toys,15,2
User_10436,Books,13,3
User_10437,Home,22,1
User_10437,Electronics,17,2
User_10437,Books,11,3
User_10438,Books,18,1
User_10438,Electronics,15,2
User_10438,Clothing,13,3
User_10439,Toys,24,1
User_10439,Electronics,14,2
User_10439,Books,11,3
User_10442,Home,20,1
User_10442,Books,14,2
User_10442,Toys,11,3
User_10443,Toys,15,1
User_10443,Clothing,10,2
User_10443,Home,10,3
User_10445,Electronics,27,1
User_10445,Books,25,2
User_10445,Toys,18,3
User_10446,Toys,12,1
User_10446,Home,11,2
User_10446,Books,8,3
User_10447,Electronics,20,1
User_10447,Toys,17,2
User_10447,Books,9,3
User_10449,Books,18,1
User_10449,Clothing,16,2
User_10449,Electronics,10,3
User_10451,Electronics,22,1
User_10451,Toys,15,2
User_10451,Books,10,3
User_10452,Clothing,23,1
User_10452,Home,23,2
User_10452,Electronics,18,3
User_10453,Toys,19,1
User_10453,Electronics,11,2
User_10453,Books,10,3
User_10454,Clothing,24,1
User_10454,Electronics,15,2
User_10454,Toys,11,3
User_10455,Books,23,1
User_10455,Home,19,2
User_10455,Clothing,18,3
User_10458,Books,13,1
User_10458,Electronics,12,2
User_10458,Toys,10,3
User_1046,Books,17,1
User_1046,Toys,16,2
User_1046,Clothing,8,3
User_10460,Electronics,19,1
User_10460,Books,18,2
User_10460,Home,17,3
User_10461,Home,13,1
User_10461,Toys,10,2
User_10461,Books,9,3
User_10463,Books,21,1
User_10463,Home,17,2
User_10463,Clothing,17,3
User_10471,Toys,11,1
User_10471,Electronics,11,2
User_10471,Clothing,10,3
User_10472,Toys,19,1
User_10472,Home,19,2
User_10472,Electronics,16,3
User_10475,Toys,17,1
User_10475,Books,16,2
User_10475,Electronics,15,3
User_10476,Books,17,1
User_10476,Electronics,12,2
User_10476,Toys,11,3
User_10481,Home,27,1
User_10481,Books,21,2
User_10481,Toys,19,3
User_10482,Clothing,16,1
User_10482,Electronics,12,2
User_10482,Home,9,3
User_10486,Toys,23,1
User_10486,Clothing,21,2
User_10486,Home,12,3
User_10487,Home,22,1
User_10487,Toys,17,2
User_10487,Electronics,9,3
User_10489,Books,22,1
User_10489,Home,18,2
User_10489,Electronics,11,3
User_1049,Books,23,1
User_1049,Toys,13,2
User_1049,Electronics,12,3
User_10491,Electronics,21,1
User_10491,Toys,13,2
User_10491,Home,13,3
User_10495,Toys,27,1
User_10495,Electronics,17,2
User_10495,Books,12,3
User_10496,Home,15,1
User_10496,Clothing,13,2
User_10496,Toys,12,3
User_10498,Books,12,1
User_10498,Clothing,11,2
User_10498,Electronics,11,3
User_1050,Toys,14,1
User_1050,Books,13,2
User_1050,Electronics,9,3
User_10500,Toys,14,1
User_10500,Electronics,14,2
User_10500,Books,10,3
User_10502,Books,19,1
User_10502,Electronics,18,2
User_10502,Clothing,16,3
User_10504,Toys,19,1
User_10504,Books,18,2
User_10504,Clothing,7,3
User_10505,Toys,14,1
User_10505,Electronics,13,2
User_10505,Clothing,12,3
User_10506,Books,11,1
User_10506,Toys,11,2
User_10506,Clothing,8,3
User_10507,Clothing,11,1
User_10507,Electronics,11,2
User_10507,Toys,10,3
User_10508,Home,20,1
User_10508,Books,17,2
User_10508,Clothing,17,3
User_10511,Electronics,26,1
User_10511,Toys,20,2
User_10511,Home,19,3
User_10513,Toys,30,1
User_10513,Books,22,2
User_10513,Electronics,16,3
User_10514,Books,16,1
User_10514,Electronics,15,2
User_10514,Clothing,12,3
User_1052,Home,21,1
User_1052,Toys,17,2
User_1052,Clothing,14,3
User_10522,Electronics,22,1
User_10522,Books,16,2
User_10522,Home,15,3
User_10523,Home,15,1
User_10523,Electronics,11,2
User_10523,Books,10,3
User_10525,Toys,22,1
User_10525,Books,20,2
User_10525,Clothing,15,3
User_10527,Clothing,25,1
User_10527,Home,20,2
User_10527,Toys,14,3
User_1053,Electronics,20,1
User_1053,Toys,19,2
User_1053,Clothing,15,3
User_10530,Toys,18,1
User_10530,Books,12,2
User_10530,Electronics,11,3
User_10534,Books,27,1
User_10534,Electronics,15,2
User_10534,Clothing,13,3
User_10541,Electronics,18,1
User_10541,Toys,13,2
User_10541,Books,6,3
User_10544,Clothing,19,1
User_10544,Books,18,2
User_10544,Toys,14,3
User_10549,Home,23,1
User_10549,Books,17,2
User_10549,Electronics,14,3
User_1055,Home,17,1
User_1055,Books,15,2
User_1055,Clothing,12,3
User_10552,Home,14,1
User_10552,Toys,14,2
User_10552,Clothing,9,3
User_10554,Home,21,1
User_10554,Toys,16,2
User_10554,Books,11,3
User_10558,Clothing,10,1
User_10558,Toys,8,2
User_10558,Home,8,3
User_10560,Electronics,20,1
User_10560,Home,17,2
User_10560,Books,13,3
User_10561,Clothing,24,1
User_10561,Toys,18,2
User_10561,Electronics,16,3
User_10562,Clothing,32,1
User_10562,Toys,13,2
User_10562,Electronics,11,3
User_10566,Books,21,1
User_10566,Toys,20,2
User_10566,Electronics,14,3
User_10570,Toys,13,1
User_10570,Home,11,2
User_10570,Clothing,10,3
User_10571,Clothing,22,1
User_10571,Electronics,20,2
User_10571,Books,14,3
User_10573,Toys,8,1
User_10573,Clothing,6,2
User_10573,Books,6,3
User_1058,Home,29,1
User_1058,Toys,25,2
User_1058,Books,15,3
User_10581,Books,15,1
User_10581,Toys,15,2
User_10581,Home,10,3
User_10583,Clothing,23,1
User_10583,Home,14,2
User_10583,Books,14,3
User_10587,Home,14,1
User_10587,Clothing,13,2
User_10587,Books,9,3
User_10588,Electronics,16,1
User_10588,Home,12,2
User_10588,Toys,10,3
User_10589,Toys,19,1
User_10589,Books,17,2
User_10589,Home,16,3
User_10590,Electronics,13,1
User_10590,Books,13,2
User_10590,Toys,10,3
User_10591,Toys,20,1
User_10591,Electronics,18,2
User_10591,Home,16,3
User_10593,Clothing,21,1
User_10593,Toys,17,2
User_10593,Electronics,16,3
User_10594,Clothing,29,1
User_10594,Books,13,2
User_10594,Electronics,11,3
User_10598,Toys,22,1
User_10598,Electronics,14,2
User_10598,Books,11,3
User_10599,Electronics,20,1
User_10599,Clothing,15,2
User_10599,Toys,8,3
User_106,Toys,32,1
User_106,Clothing,23,2
User_106,Books,10,3
User_10601,Electronics,12,1
User_10601,Clothing,10,2
User_10601,Home,9,3
User_10611,Toys,21,1
User_10611,Home,16,2
User_10611,Electronics,14,3
User_10613,Books,18,1
User_10613,Clothing,17,2
User_10613,Home,15,3
User_10616,Home,21,1
User_10616,Toys,16,2
User_10616,Clothing,15,3
User_10619,Electronics,17,1
User_10619,Home,17,2
User_10619,Clothing,13,3
User_1062,Books,17,1
User_1062,Clothing,17,2
User_1062,Electronics,13,3
User_10621,Clothing,11,1
User_10621,Books,10,2
User_10621,Toys,8,3
User_10622,Clothing,13,1
User_10622,Books,12,2
User_10622,Electronics,10,3
User_10624,Electronics,28,1
User_10624,Home,18,2
User_10624,Clothing,16,3
User_10625,Electronics,25,1
User_10625,Books,16,2
User_10625,Clothing,15,3
User_10627,Toys,17,1
User_10627,Clothing,14,2
User_10627,Home,14,3
User_10633,Clothing,17,1
User_10633,Toys,14,2
User_10633,Electronics,10,3
User_10636,Books,19,1
User_10636,Electronics,17,2
User_10636,Home,17,3
User_10637,Clothing,16,1
User_10637,Electronics,15,2
User_10637,Toys,9,3
User_10642,Home,28,1
User_10642,Clothing,15,2
User_10642,Electronics,12,3
User_10647,Toys,21,1
User_10647,Home,12,2
User_10647,Books,11,3
User_10648,Books,27,1
User_10648,Clothing,20,2
User_10648,Home,18,3
User_10655,Books,16,1
User_10655,Toys,15,2
User_10655,Electronics,9,3
User_1066,Electronics,22,1
User_1066,Clothing,14,2
User_1066,Books,13,3
User_10662,Home,18,1
User_10662,Toys,16,2
User_10662,Electronics,16,3
User_10664,Toys,19,1
User_10664,Electronics,14,2
User_10664,Clothing,12,3
User_10665,Electronics,20,1
User_10665,Clothing,13,2
User_10665,Home,13,3
User_10668,Home,22,1
User_10668,Electronics,22,2
User_10668,Books,14,3
User_10669,Books,14,1
User_10669,Home,13,2
User_10669,Electronics,13,3
User_1067,Clothing,30,1
User_1067,Electronics,19,2
User_1067,Toys,11,3
User_10676,Home,15,1
User_10676,Electronics,14,2
User_10676,Books,6,3
User_10680,Books,18,1
User_10680,Clothing,16,2
User_10680,Electronics,14,3
User_10688,Books,16,1
User_10688,Toys,16,2
User_10688,Home,15,3
User_10692,Books,23,1
User_10692,Toys,11,2
User_10692,Electronics,10,3
User_10694,Books,13,1
User_10694,Clothing,12,2
User_10694,Electronics,9,3
User_10695,Clothing,19,1
User_10695,Electronics,19,2
User_10695,Books,16,3
User_10697,Toys,13,1
User_10697,Clothing,12,2
User_10697,Books,10,3
User_107,Books,12,1
User_107,Clothing,9,2
User_107,Toys,7,3
User_1070,Clothing,22,1
User_1070,Home,18,2
User_1070,Electronics,16,3
User_10704,Toys,20,1
User_10704,Home,14,2
User_10704,Books,12,3
User_10705,Clothing,21,1
User_10705,Home,14,2
User_10705,Toys,9,3
User_10707,Home,15,1
User_10707,Toys,15,2
User_10707,Books,14,3
User_10708,Books,19,1
User_10708,Clothing,18,2
User_10708,Toys,12,3
User_1071,Toys,21,1
User_1071,Clothing,17,2
User_1071,Books,13,3
User_10710,Books,18,1
User_10710,Electronics,17,2
User_10710,Clothing,13,3
User_10712,Home,29,1
User_10712,Electronics,25,2
User_10712,Toys,23,3
User_10717,Home,26,1
User_10717,Clothing,14,2
User_10717,Toys,13,3
User_10719,Home,21,1
User_10719,Books,18,2
User_10719,Toys,17,3
User_10720,Home,11,1
User_10720,Electronics,10,2
User_10720,Clothing,9,3
User_10721,Clothing,16,1
User_10721,Books,16,2
User_10721,Electronics,15,3
User_10723,Toys,15,1
User_10723,Books,13,2
User_10723,Home,10,3
User_10724,Home,13,1
User_10724,Clothing,11,2
User_10724,Books,10,3
User_10726,Electronics,13,1
User_10726,Books,10,2
User_10726,Toys,9,3
User_10729,Toys,22,1
User_10729,Home,20,2
User_10729,Electronics,17,3
User_1073,Clothing,21,1
User_1073,Books,15,2
User_1073,Home,13,3
User_10733,Books,30,1
User_10733,Electronics,20,2
User_10733,Toys,19,3
User_10734,Home,18,1
User_10734,Toys,17,2
User_10734,Books,11,3
User_10737,Home,19,1
User_10737,Clothing,16,2
User_10737,Books,14,3
User_10738,Toys,20,1
User_10738,Home,16,2
User_10738,Clothing,16,3
User_10740,Electronics,9,1
User_10740,Books,8,2
User_10740,Clothing,7,3
User_10743,Electronics,12,1
User_10743,Books,10,2
User_10743,Clothing,8,3
User_10745,Clothing,17,1
User_10745,Home,16,2
User_10745,Books,14,3
User_10748,Home,16,1
User_10748,Clothing,13,2
User_10748,Electronics,12,3
User_10749,Home,16,1
User_10749,Books,9,2
User_10749,Electronics,9,3
User_10750,Books,21,1
User_10750,Home,18,2
User_10750,Clothing,14,3
User_10751,Home,19,1
User_10751,Books,17,2
User_10751,Toys,13,3
User_10759,Electronics,22,1
User_10759,Toys,18,2
User_10759,Clothing,17,3
User_10765,Home,20,1
User_10765,Electronics,15,2
User_10765,Toys,11,3
User_10767,Books,27,1
User_10767,Home,22,2
User_10767,Toys,15,3
User_1077,Home,18,1
User_1077,Electronics,12,2
User_1077,Books,9,3
User_10774,Clothing,23,1
User_10774,Home,13,2
User_10774,Toys,11,3
User_10777,Books,15,1
User_10777,Home,8,2
User_10777,Clothing,4,3
User_10778,Clothing,22,1
User_10778,Home,21,2
User_10778,Electronics,21,3
User_10780,Toys,14,1
User_10780,Books,10,2
User_10780,Electronics,9,3
User_10785,Home,21,1
User_10785,Clothing,21,2
User_10785,Toys,17,3
User_10786,Electronics,24,1
User_10786,Clothing,22,2
User_10786,Home,21,3
User_10793,Electronics,17,1
User_10793,Home,12,2
User_10793,Books,12,3
User_10796,Toys,17,1
User_10796,Electronics,15,2
User_10796,Home,15,3
User_10797,Clothing,19,1
User_10797,Books,11,2
User_10797,Home,11,3
User_10799,Toys,16,1
User_10799,Clothing,7,2
User_10799,Home,4,3
User_10800,Electronics,15,1
User_10800,Books,14,2
User_10800,Home,12,3
User_10801,Toys,21,1
User_10801,Electronics,19,2
User_10801,Home,14,3
User_10802,Books,18,1
User_10802,Toys,12,2
User_10802,Home,10,3
User_10804,Electronics,22,1
User_10804,Home,13,2
User_10804,Toys,12,3
User_10806,Electronics,38,1
User_10806,Toys,21,2
User_10806,Clothing,18,3
User_10808,Home,23,1
User_10808,Clothing,22,2
User_10808,Books,18,3
User_10814,Books,15,1
User_10814,Home,14,2
User_10814,Electronics,10,3
User_10815,Home,29,1
User_10815,Electronics,23,2
User_10815,Books,15,3
User_10818,Home,21,1
User_10818,Books,13,2
User_10818,Toys,9,3
User_10819,Books,20,1
User_10819,Toys,19,2
User_10819,Electronics,8,3
User_10822,Home,17,1
User_10822,Clothing,16,2
User_10822,Books,13,3
User_10827,Books,33,1
User_10827,Electronics,22,2
User_10827,Clothing,21,3
User_10829,Electronics,10,1
