user_id,category,score,rank
User_10055,Toys,13,3
User_10056,Clothing,23,1
User_10056,Home,22,2
User_10056,Books,13,3
User_10057,Electronics,17,1
User_10057,Home,17,2
User_10057,Books,15,3
User_10058,Home,13,1
User_10058,Toys,8,2
User_10058,Clothing,7,3
User_10061,Electronics,10,1
User_10061,Home,8,2
User_10061,Books,7,3
User_10063,Home,19,1
User_10063,Books,19,2
User_10063,Toys,14,3
User_10064,Clothing,24,1
User_10064,Books,16,2
User_10064,Toys,14,3
User_10066,Home,19,1
User_10066,Electronics,14,2
User_10066,Books,12,3
User_10071,Home,29,1
User_10071,Books,16,2
User_10071,Toys,14,3
User_10072,Books,16,1
User_10072,Home,13,2
User_10072,Clothing,11,3
User_10073,Books,17,1
User_10073,Toys,13,2
User_10073,Clothing,13,3
User_10074,Home,12,1
User_10074,Electronics,11,2
User_10074,Clothing,10,3
User_10075,Home,11,1
User_10075,Clothing,8,2
User_10075,Toys,7,3
User_10076,Clothing,19,1
User_10076,Toys,15,2
User_10076,Books,14,3
User_10078,Toys,16,1
User_10078,Electronics,15,2
User_10078,Clothing,11,3
User_10079,Books,15,1
User_10079,Toys,15,2
User_10079,Clothing,10,3
User_1008,Clothing,18,1
User_1008,Toys,13,2
User_1008,Electronics,13,3
User_10082,Toys,14,1
User_10082,Clothing,13,2
User_10082,Home,11,3
User_10084,Toys,18,1
User_10084,Home,18,2
User_10084,Clothing,12,3
User_10085,Electronics,11,1
User_10085,Books,10,2
User_10085,Home,8,3
User_10086,Toys,17,1
User_10086,Clothing,16,2
User_10086,Home,12,3
User_10088,Books,15,1
User_10088,Electronics,13,2
User_10088,Home,12,3
User_10089,Clothing,17,1
User_10089,Toys,14,2
User_10089,Books,11,3
User_1009,Clothing,27,1
User_1009,Electronics,16,2
User_1009,Home,13,3
User_10090,Books,23,1
User_10090,Electronics,13,2
User_10090,Home,12,3
User_10091,Home,28,1
User_10091,Toys,17,2
User_10091,Clothing,11,3
User_10092,Electronics,27,1
User_10092,Home,14,2
User_10092,Books,12,3
User_10094,Electronics,21,1
User_10094,Books,17,2
User_10094,Home,12,3
User_10097,Clothing,21,1
User_10097,Books,20,2
User_10097,Toys,16,3
User_10098,Toys,16,1
User_10098,Electronics,10,2
User_10098,Clothing,7,3
User_10099,Toys,24,1
User_10099,Books,20,2
User_10099,Home,11,3
User_1010,Home,27,1
User_1010,Toys,19,2
User_1010,Electronics,14,3
User_10102,Home,24,1
User_10102,Electronics,17,2
User_10102,Books,11,3
User_10104,Clothing,23,1
User_10104,Toys,9,2
User_10104,Home,9,3
User_10105,Home,13,1
User_10105,Books,13,2
User_10105,Electronics,12,3
User_10107,Clothing,20,1
User_10107,Home,19,2
User_10107,Toys,13,3
User_10108,Home,18,1
User_10108,Books,14,2
User_10108,Toys,13,3
User_1011,Books,19,1
User_1011,Toys,19,2
User_1011,Clothing,14,3
User_10113,Toys,15,1
User_10113,Electronics,13,2
User_10113,Clothing,11,3
User_10114,Home,22,1
User_10114,Clothing,18,2
User_10114,Books,15,3
User_10116,Books,12,1
User_10116,Toys,11,2
User_10116,Electronics,10,3
User_10117,Clothing,15,1
User_10117,Home,12,2
User_10117,Books,10,3
User_10118,Home,12,1
User_10118,Electronics,12,2
User_10118,Toys,9,3
User_10119,Electronics,15,1
User_10119,Books,8,2
User_10119,Toys,8,3
User_10120,Home,12,1
User_10120,Electronics,12,2
User_10120,Clothing,10,3
User_10121,Clothing,28,1
User_10121,Electronics,17,2
User_10121,Toys,14,3
User_10122,Toys,18,1
User_10122,Electronics,17,2
User_10122,Home,16,3
User_10124,Books,17,1
User_10124,Home,15,2
User_10124,Toys,14,3
User_10126,Home,17,1
User_10126,Books,16,2
User_10126,Electronics,11,3
User_10127,Clothing,15,1
User_10127,Home,12,2
User_10127,Electronics,12,3
User_10128,Toys,12,1
User_10128,Books,11,2
User_10128,Electronics,9,3
User_10129,Electronics,18,1
User_10129,Clothing,15,2
User_10129,Books,15,3
User_1013,Home,27,1
User_1013,Clothing,24,2
User_1013,Toys,22,3
User_10130,Toys,18,1
User_10130,Home,12,2
User_10130,Clothing,11,3
User_10132,Electronics,14,1
User_10132,Home,11,2
User_10132,Clothing,11,3
User_10139,Toys,22,1
User_10139,Clothing,13,2
User_10139,Home,10,3
User_1014,Books,17,1
User_1014,Clothing,13,2
User_1014,Toys,8,3
User_10140,Toys,23,1
User_10140,Electronics,15,2
User_10140,Books,12,3
User_10141,Clothing,17,1
User_10141,Home,14,2
User_10141,Books,11,3
User_10143,Home,23,1
User_10143,Books,21,2
User_10143,Toys,11,3
User_10144,Electronics,18,1
User_10144,Home,18,2
User_10144,Toys,17,3
User_10145,Toys,38,1
User_10145,Clothing,27,2
User_10145,Books,17,3
User_10146,Home,18,1
User_10146,Books,12,2
User_10146,Toys,11,3
User_10149,Clothing,28,1
User_10149,Electronics,23,2
User_10149,Home,12,3
User_10150,Toys,25,1
User_10150,Electronics,17,2
User_10150,Clothing,16,3
User_10151,Books,13,1
User_10151,Home,11,2
User_10151,Clothing,10,3
User_10154,Electronics,16,1
User_10154,Toys,13,2
User_10154,Books,12,3
User_10155,Books,13,1
User_10155,Clothing,10,2
User_10155,Electronics,9,3
User_10156,Toys,13,1
User_10156,Clothing,10,2
User_10156,Home,9,3
User_10157,Home,18,1
User_10157,Electronics,17,2
User_10157,Toys,13,3
User_10158,Clothing,23,1
User_10158,Toys,11,2
User_10158,Electronics,8,3
User_1016,Toys,16,1
User_1016,Clothing,14,2
User_1016,Books,12,3
User_10160,Electronics,16,1
User_10160,Clothing,14,2
User_10160,Books,11,3
User_10164,Home,16,1
User_10164,Clothing,13,2
User_10164,Toys,13,3
User_10165,Clothing,17,1
User_10165,Toys,17,2
User_10165,Electronics,15,3
User_10166,Clothing,18,1
User_10166,Books,15,2
User_10166,Toys,13,3
User_10168,Books,23,1
User_10168,Clothing,12,2
User_10168,Toys,11,3
User_10169,Electronics,16,1
User_10169,Toys,10,2
User_10169,Home,10,3
User_10170,Electronics,16,1
User_10170,Home,12,2
User_10170,Toys,10,3
User_10171,Toys,13,1
User_10171,Home,12,2
User_10171,Electronics,10,3
User_10173,Electronics,22,1
User_10173,Toys,21,2
User_10173,Books,10,3
User_10175,Books,9,1
User_10175,Toys,8,2
User_10175,Clothing,6,3
User_10177,Clothing,24,1
User_10177,Electronics,24,2
User_10177,Toys,11,3
User_10179,Electronics,31,1
User_10179,Books,20,2
User_10179,Clothing,11,3
User_1018,Books,20,1
User_1018,Clothing,19,2
User_1018,Home,9,3
User_10180,Electronics,12,1
User_10180,Books,11,2
User_10180,Clothing,9,3
User_10183,Toys,37,1
User_10183,Books,19,2
User_10183,Home,19,3
User_10184,Clothing,13,1
User_10184,Books,13,2
User_10184,Electronics,11,3
User_10185,Clothing,15,1
User_10185,Books,13,2
User_10185,Electronics,13,3
User_10187,Home,21,1
User_10187,Books,14,2
User_10187,Electronics,8,3
User_10189,Clothing,17,1
User_10189,Home,14,2
User_10189,Books,13,3
User_1019,Electronics,23,1
User_1019,Toys,19,2
User_1019,Clothing,13,3
User_10190,Books,26,1
User_10190,Electronics,12,2
User_10190,Toys,10,3
User_10191,Electronics,18,1
User_10191,Clothing,9,2
User_10191,Home,6,3
User_10197,Clothing,22,1
User_10197,Books,12,2
User_10197,Home,5,3
User_10198,Toys,14,1
User_10198,Home,12,2
User_10198,Electronics,11,3
User_10199,Electronics,27,1
User_10199,Books,18,2
User_10199,Clothing,14,3
User_10200,Books,18,1
User_10200,Home,15,2
User_10200,Clothing,13,3
User_10202,Toys,17,1
User_10202,Electronics,14,2
User_10202,Books,13,3
User_10206,Books,20,1
User_10206,Toys,14,2
User_10206,Clothing,10,3
User_10207,Clothing,11,1
User_10207,Home,10,2
User_10207,Toys,9,3
User_10208,Clothing,14,1
User_10208,Toys,12,2
User_10208,Home,10,3
User_10209,Home,16,1
User_10209,Books,14,2
User_10209,Toys,14,3
User_1021,Home,23,1
User_1021,Clothing,17,2
User_1021,Books,13,3
User_10211,Toys,16,1
User_10211,Home,16,2
User_10211,Electronics,14,3
User_10213,Clothing,22,1
User_10213,Books,21,2
User_10213,Electronics,12,3
User_10214,Clothing,11,1
User_10214,Books,6,2
User_10214,Home,5,3
User_10216,Toys,25,1
User_10216,Electronics,18,2
User_10216,Clothing,10,3
User_10217,Electronics,17,1
User_10217,Clothing,13,2
User_10217,Home,11,3
User_10218,Electronics,26,1
User_10218,Books,21,2
User_10218,Clothing,10,3
User_10219,Electronics,17,1
User_10219,Books,9,2
User_10219,Home,6,3
User_1022,Electronics,24,1
User_1022,Home,16,2
User_1022,Clothing,9,3
User_10220,Clothing,18,1
User_10220,Electronics,14,2
User_10220,Toys,8,3
User_10221,Electronics,16,1
User_10221,Books,16,2
User_10221,Home,14,3
User_10223,Toys,12,1
User_10223,Electronics,11,2
User_10223,Clothing,9,3
User_10227,Clothing,18,1
User_10227,Home,17,2
User_10227,Toys,11,3
User_10228,Toys,11,1
User_10228,Home,8,2
User_10228,Electronics,7,3
User_10229,Electronics,24,1
User_10229,Clothing,21,2
User_10229,Home,11,3
User_1023,Electronics,25,1
User_1023,Books,23,2
User_1023,Clothing,13,3
User_10232,Electronics,16,1
User_10232,Clothing,13,2
User_10232,Toys,7,3
User_10234,Toys,17,1
User_10234,Home,16,2
User_10234,Electronics,14,3
User_10236,Home,12,1
User_10236,Electronics,10,2
User_10236,Toys,8,3
User_10237,Home,22,1
User_10237,Electronics,19,2
User_10237,Books,14,3
User_10238,Electronics,20,1
User_10238,Home,16,2
User_10238,Books,14,3
User_10240,Clothing,25,1
User_10240,Home,20,2
User_10240,Toys,13,3
User_10243,Electronics,12,1
User_10243,Home,11,2
User_10243,Books,7,3
User_10245,Electronics,23,1
User_10245,Books,18,2
User_10245,Clothing,14,3
User_10247,Electronics,18,1
User_10247,Toys,18,2
User_10247,Books,12,3
User_1025,Electronics,17,1
User_1025,Books,17,2
User_1025,Toys,16,3
User_10253,Home,27,1
User_10253,Books,16,2
User_10253,Clothing,14,3
User_10254,Electronics,12,1
User_10254,Books,10,2
User_10254,Home,9,3
User_10256,Clothing,28,1
User_10256,Toys,19,2
User_10256,Home,16,3
User_10257,Electronics,15,1
User_10257,Books,15,2
User_10257,Clothing,14,3
User_10258,Toys,14,1
User_10258,Books,14,2
User_10258,Electronics,13,3
User_10259,Books,20,1
User_10259,Home,15,2
User_10259,Electronics,15,3
User_1026,Home,17,1
User_1026,Electronics,12,2
User_1026,Toys,11,3
User_10260,Books,24,1
User_10260,Home,23,2
User_10260,Electronics,16,3
User_10262,Toys,21,1
User_10262,Clothing,18,2
User_10262,Home,12,3
User_10263,Home,17,1
User_10263,Books,11,2
User_10263,Toys,8,3
User_10265,Books,13,1
User_10265,Electronics,11,2
User_10265,Toys,9,3
User_10266,Clothing,30,1
User_10266,Home,22,2
User_10266,Electronics,18,3
User_10267,Electronics,25,1
User_10267,Home,16,2
User_10267,Toys,9,3
User_10268,Clothing,18,1
User_10268,Toys,11,2
User_10268,Electronics,8,3
User_10269,Books,19,1
User_10269,Toys,17,2
User_10269,Clothing,16,3
User_1027,Books,15,1
User_1027,Toys,14,2
User_1027,Home,11,3
User_10270,Toys,16,1
User_10270,Books,16,2
User_10270,Clothing,9,3
User_10272,Electronics,14,1
User_10272,Toys,11,2
User_10272,Books,9,3
User_10273,Toys,26,1
User_10273,Electronics,14,2
User_10273,Clothing,13,3
User_10274,Electronics,25,1
User_10274,Toys,20,2
User_10274,Home,11,3
User_10275,Home,38,1
User_10275,Books,17,2
User_10275,Electronics,14,3
User_10276,Toys,23,1
User_10276,Home,18,2
User_10276,Electronics,16,3
User_10277,Clothing,16,1
User_10277,Electronics,12,2
User_10277,Toys,10,3
User_10278,Home,18,1
User_10278,Books,17,2
User_10278,Toys,12,3
User_10279,Toys,21,1
User_10279,Electronics,17,2
User_10279,Clothing,11,3
User_1028,Electronics,13,1
User_1028,Books,10,2
User_1028,Toys,5,3
User_10281,Books,20,1
User_10281,Electronics,14,2
User_10281,Clothing,9,3
User_10284,Electronics,15,1
User_10284,Books,11,2
User_10284,Toys,10,3
User_10285,Toys,23,1
User_10285,Home,22,2
User_10285,Books,19,3
User_10288,Home,27,1
User_10288,Toys,12,2
User_10288,Electronics,10,3
User_10289,Electronics,21,1
User_10289,Books,9,2
User_10289,Clothing,8,3
User_1029,Clothing,22,1
User_1029,Books,15,2
User_1029,Toys,13,3
User_10290,Toys,18,1
User_10290,Home,18,2
User_10290,Clothing,15,3
User_10292,Electronics,29,1
User_10292,Home,16,2
User_10292,Clothing,14,3
User_10294,Electronics,17,1
User_10294,Home,17,2
User_10294,Books,12,3
User_10295,Books,18,1
User_10295,Home,15,2
User_10295,Electronics,12,3
User_10297,Electronics,19,1
User_10297,Clothing,14,2
User_10297,Home,13,3
User_10298,Home,13,1
User_10298,Toys,13,2
User_10298,Books,9,3
User_103,Home,14,1
User_103,Books,11,2
User_103,Electronics,9,3
User_10303,Clothing,20,1
User_10303,Electronics,12,2
User_10303,Books,11,3
User_10304,Books,19,1
User_10304,Home,9,2
User_10304,Electronics,8,3
User_10305,Electronics,22,1
User_10305,Clothing,21,2
User_10305,Books,18,3
User_10306,Toys,13,1
User_10306,Books,13,2
User_10306,Home,13,3
User_10307,Toys,17,1
User_10307,Books,16,2
User_10307,Home,14,3
User_10308,Home,25,1
User_10308,Toys,12,2
User_10308,Books,9,3
User_10309,Books,16,1
User_10309,Clothing,15,2
User_10309,Home,15,3
User_10311,Toys,27,1
User_10311,Electronics,16,2
User_10311,Clothing,15,3
User_10313,Home,31,1
User_10313,Books,12,2
User_10313,Clothing,9,3
User_10314,Books,21,1
User_10314,Home,20,2
User_10314,Toys,18,3
User_10315,Toys,21,1
User_10315,Home,18,2
User_10315,Books,15,3
User_10317,Clothing,14,1
User_10317,Books,13,2
User_10317,Electronics,13,3
User_10318,Home,14,1
User_10318,Electronics,13,2
User_10318,Books,13,3
User_10319,Clothing,27,1
User_10319,Electronics,12,2
User_10319,Books,10,3
User_10320,Electronics,17,1
User_10320,Clothing,17,2
User_10320,Toys,16,3
User_10322,Books,26,1
User_10322,Home,17,2
User_10322,Toys,17,3
User_10323,Clothing,30,1
User_10323,Books,8,2
User_10323,Home,7,3
User_10325,Toys,23,1
User_10325,Home,19,2
User_10325,Clothing,9,3
User_10327,Home,29,1
User_10327,Electronics,21,2
User_10327,Toys,15,3
User_10329,Toys,22,1
User_10329,Books,14,2
User_10329,Home,14,3
User_1033,Clothing,25,1
User_1033,Home,22,2
User_1033,Toys,18,3
User_10330,Home,17,1
User_10330,Books,10,2
User_10330,Clothing,7,3
User_10331,Books,12,1
User_10331,Home,9,2
User_10331,Electronics,7,3
User_10332,Clothing,24,1
User_10332,Toys,20,2
User_10332,Books,16,3
User_10335,Toys,22,1
User_10335,Electronics,14,2
User_10335,Books,12,3
User_10336,Books,20,1
User_10336,Electronics,18,2
User_10336,Clothing,18,3
User_10337,Clothing,22,1
User_10337,Toys,13,2
User_10337,Home,10,3
User_10338,Books,15,1
User_10338,Electronics,12,2
User_10338,Clothing,9,3
User_10339,Books,18,1
User_10339,Electronics,17,2
User_10339,Clothing,12,3
User_1034,Clothing,17,1
User_1034,Toys,13,2
User_1034,Books,11,3
User_10340,Home,33,1
User_10340,Electronics,29,2
User_10340,Clothing,16,3
User_10341,Electronics,23,1
User_10341,Clothing,19,2
User_10341,Books,15,3
User_10342,Books,16,1
User_10342,Toys,13,2
User_10342,Electronics,13,3
User_10345,Electronics,24,1
User_10345,Clothing,13,2
User_10345,Toys,6,3
User_10346,Clothing,18,1
User_10346,Electronics,15,2
User_10346,Books,12,3
User_10349,Toys,22,1
User_10349,Electronics,19,2
User_10349,Clothing,11,3
User_10350,Electronics,16,1
User_10350,Clothing,11,2
User_10350,Books,8,3
User_10351,Electronics,16,1
User_10351,Toys,13,2
User_10351,Clothing,10,3
User_10352,Clothing,14,1
User_10352,Home,13,2
User_10352,Electronics,13,3
User_10353,Toys,28,1
User_10353,Home,16,2
User_10353,Clothing,14,3
User_10355,Toys,13,1
User_10355,Home,9,2
User_10355,Clothing,9,3
User_10356,Toys,22,1
User_10356,Clothing,13,2
User_10356,Home,12,3
User_10358,Toys,15,1
User_10358,Books,15,2
User_10358,Electronics,12,3
User_1036,Clothing,18,1
User_1036,Home,16,2
User_1036,Toys,16,3
User_10362,Electronics,23,1
User_10362,Books,18,2
User_10362,Clothing,16,3
User_10363,Electronics,20,1
User_10363,Home,19,2
User_10363,Clothing,17,3
User_10365,Books,20,1
User_10365,Electronics,14,2
User_10365,Clothing,12,3
User_10366,Home,9,1
User_10366,Toys,8,2
User_10366,Clothing,6,3
User_10367,Toys,22,1
User_10367,Home,18,2
User_10367,Books,15,3
User_10370,Toys,21,1
User_10370,Clothing,17,2
User_10370,Electronics,13,3
User_10371,Home,36,1
User_10371,Books,9,2
User_10371,Clothing,8,3
User_10372,Toys,12,1
User_10372,Electronics,9,2
User_10372,Home,8,3
User_10373,Home,18,1
User_10373,Electronics,15,2
User_10373,Clothing,12,3
User_10374,Home,21,1
User_10374,Toys,17,2
User_10374,Clothing,15,3
User_10375,Clothing,15,1
User_10375,Books,15,2
User_10375,Toys,13,3
User_10376,Toys,17,1
User_10376,Books,11,2
User_10376,Clothing,11,3
User_10377,Electronics,21,1
User_10377,Toys,15,2
User_10377,Clothing,12,3
User_10378,Books,22,1
User_10378,Home,18,2
User_10378,Clothing,13,3
User_10379,Clothing,24,1
User_10379,Books,17,2
User_10379,Toys,13,3
User_10382,Toys,19,1
User_10382,Clothing,17,2
User_10382,Electronics,16,3
User_10384,Electronics,20,1
User_10384,Clothing,17,2
User_10384,Toys,16,3
User_10387,Clothing,14,1
User_10387,Books,11,2
User_10387,Toys,11,3
User_10389,Home,12,1
User_10389,Toys,7,2
User_10389,Clothing,6,3
User_10392,Toys,14,1
User_10392,Books,11,2
User_10392,Home,8,3
User_10393,Clothing,20,1
User_10393,Electronics,13,2
User_10393,Books,6,3
User_10394,Home,34,1
User_10394,Clothing,30,2
User_10394,Toys,18,3
User_10398,Electronics,11,1
User_10398,Clothing,9,2
User_10398,Toys,8,3
User_10399,Electronics,22,1
User_10399,Toys,20,2
User_10399,Home,19,3
User_1040,Books,19,1
User_1040,Home,11,2
User_1040,Electronics,10,3
User_10402,Electronics,16,1
User_10402,Books,15,2
User_10402,Home,12,3
User_10403,Clothing,17,1
User_10403,Home,9,2
User_10403,Toys,8,3
User_10404,Books,16,1
User_10404,Electronics,16,2
User_10404,Clothing,14,3
User_10407,Books,17,1
User_10407,Toys,17,2
User_10407,Home,13,3
User_10408,Books,19,1
User_10408,Clothing,15,2
User_10408,Home,12,3
User_10409,Clothing,23,1
User_10409,Toys,20,2
User_10409,Books,17,3
User_1041,Toys,13,1
User_1041,Home,11,2
User_1041,Clothing,10,3
User_10410,Home,28,1
User_10410,Clothing,20,2
User_10410,Electronics,11,3
User_10412,Home,17,1
User_10412,Books,13,2
User_10412,Toys,8,3
User_10414,Home,12,1
User_10414,Toys,10,2
User_10414,Clothing,9,3
User_10416,Electronics,15,1
User_10416,Home,11,2
User_10416,Toys,6,3
User_10417,Clothing,23,1
User_10417,Electronics,10,2
User_10417,Home,8,3
User_10420,Toys,33,1
User_10420,Home,14,2
User_10420,Books,13,3
User_10421,Toys,20,1
User_10421,Clothing,18,2
User_10421,Home,17,3
User_10422,Electronics,12,1
User_10422,Clothing,10,2
User_10422,Toys,9,3
User_10424,Home,21,1
User_10424,Electronics,18,2
User_10424,Toys,13,3
User_10425,Home,13,1
User_10425,Electronics,9,2
User_10425,Books,7,3
User_10426,Clothing,24,1
User_10426,Electronics,17,2
User_10426,Toys,14,3
User_10429,Books,17,1
User_10429,Toys,16,2
User_10429,Clothing,13,3
User_10430,Books,19,1
User_10430,Toys,13,2
User_10430,Electronics,13,3
User_10433,Home,27,1
User_10433,Electronics,13,2
User_10433,Clothing,11,3
User_10435,Toys,24,1
User_10435,Books,9,2
User_10435,Clothing,9,3
User_1044,Clothing,17,1
User_1044,Books,15,2
User_1044,Electronics,15,3
User_10440,Electronics,18,1
User_10440,Books,16,2
User_10440,Home,14,3
User_10441,Toys,13,1
User_10441,Home,13,2
User_10441,Clothing,12,3
User_10444,Home,24,1
User_10444,Toys,12,2
User_10444,Books,11,3
User_10448,Home,30,1
User_10448,Electronics,13,2
User_10448,Books,9,3
User_1045,Electronics,14,1
User_1045,Toys,13,2
User_1045,Books,10,3
User_10450,Electronics,16,1
User_10450,Books,12,2
User_10450,Home,10,3
User_10456,Electronics,20,1
User_10456,Home,18,2
User_10456,Books,14,3
User_10457,Home,22,1
User_10457,Clothing,18,2
User_10457,Books,15,3
User_10459,Electronics,18,1
User_10459,Home,15,2
User_10459,Books,14,3
User_10462,Clothing,18,1
User_10462,Toys,18,2
User_10462,Books,12,3
User_10464,Electronics,26,1
User_10464,Toys,17,2
User_10464,Books,16,3
User_10465,Home,23,1
User_10465,Clothing,15,2
User_10465,Electronics,15,3
User_10466,Toys,18,1
User_10466,Electronics,10,2
User_10466,Home,10,3
User_10467,Electronics,22,1
User_10467,Toys,15,2
User_10467,Books,7,3
User_10468,Clothing,23,1
User_10468,Books,16,2
User_10468,Toys,13,3
User_10469,Electronics,17,1
User_10469,Books,17,2
User_10469,Toys,16,3
User_1047,Books,20,1
User_1047,Clothing,18,2
User_1047,Home,17,3
User_10470,Toys,22,1
User_10470,Electronics,18,2
User_10470,Home,16,3
User_10473,Books,16,1
User_10473,Home,15,2
User_10473,Clothing,12,3
User_10474,Clothing,16,1
User_10474,Toys,13,2
User_10474,Home,10,3
User_10477,Toys,16,1
User_10477,Electronics,14,2
User_10477,Home,11,3
User_10478,Books,19,1
User_10478,Electronics,16,2
User_10478,Toys,13,3
User_10479,Books,20,1
User_10479,Home,11,2
User_10479,Electronics,7,3
User_1048,Books,22,1
User_1048,Electronics,18,2
User_1048,Clothing,18,3
User_10480,Books,27,1
User_10480,Clothing,18,2
User_10480,Home,14,3
User_10483,Home,25,1
User_10483,Electronics,22,2
User_10483,Toys,21,3
User_10484,Home,22,1
User_10484,Clothing,16,2
User_10484,Toys,16,3
User_10485,Toys,20,1
User_10485,Books,13,2
User_10485,Electronics,10,3
User_10488,Electronics,22,1
User_10488,Home,19,2
User_10488,Toys,15,3
User_10490,Electronics,14,1
User_10490,Books,13,2
User_10490,Clothing,10,3
User_10492,Books,21,1
User_10492,Electronics,9,2
User_10492,Home,8,3
User_10493,Home,22,1
User_10493,Clothing,18,2
User_10493,Electronics,16,3
User_10494,Clothing,21,1
User_10494,Toys,11,2
User_10494,Home,11,3
User_10497,Clothing,30,1
User_10497,Books,15,2
User_10497,Home,14,3
User_10499,Books,25,1
User_10499,Electronics,18,2
User_10499,Home,17,3
User_105,Toys,21,1
User_105,Home,16,2
User_105,Electronics,14,3
User_10501,Home,25,1
User_10501,Electronics,16,2
User_10501,Books,14,3
User_10503,Home,23,1
User_10503,Books,11,2
User_10503,Clothing,8,3
User_10509,Clothing,16,1
User_10509,Home,13,2
User_10509,Books,12,3
User_1051,Toys,24,1
User_1051,Books,21,2
User_1051,Electronics,15,3
User_10510,Books,24,1
User_10510,Electronics,18,2
User_10510,Clothing,14,3
User_10512,Toys,14,1
User_10512,Electronics,14,2
User_10512,Books,11,3
User_10515,Electronics,18,1
User_10515,Home,13,2
User_10515,Toys,13,3
User_10516,Home,20,1
User_10516,Clothing,17,2
User_10516,Books,9,3
User_10517,Clothing,20,1
User_10517,Books,18,2
User_10517,Home,10,3
User_10518,Electronics,21,1
User_10518,Home,21,2
User_10518,Toys,20,3
User_10519,Books,19,1
User_10519,Electronics,12,2
User_10519,Home,10,3
User_10520,Home,16,1
User_10520,Toys,16,2
User_10520,Electronics,16,3
User_10521,Books,26,1
User_10521,Electronics,20,2
User_10521,Home,15,3
User_10524,Toys,16,1
User_10524,Home,14,2
User_10524,Electronics,12,3
User_10526,Books,18,1
User_10526,Toys,18,2
User_10526,Electronics,13,3
User_10528,Books,27,1
User_10528,Electronics,17,2
User_10528,Clothing,13,3
User_10529,Clothing,20,1
User_10529,Toys,19,2
User_10529,Books,18,3
User_10531,Toys,19,1
User_10531,Books,14,2
User_10531,Electronics,11,3
User_10532,Home,24,1
User_10532,Electronics,19,2
User_10532,Clothing,9,3
User_10533,Home,23,1
User_10533,Clothing,21,2
User_10533,Toys,12,3
User_10535,Clothing,15,1
User_10535,Home,12,2
User_10535,Electronics,12,3
User_10536,Toys,25,1
User_10536,Clothing,17,2
User_10536,Home,12,3
User_10537,Electronics,23,1
User_10537,Clothing,14,2
User_10537,Books,13,3
User_10538,Books,22,1
User_10538,Toys,16,2
User_10538,Electronics,14,3
User_10539,Books,23,1
User_10539,Electronics,14,2
User_10539,Toys,14,3
User_1054,Clothing,16,1
